group,team,number,player,position,date_of_birth,age,caps,goals,club,is_captain,norm,club_data,Gls,Gls,Ast,Ast,Min,MP
Group I,Senegal,25,El Hadji Malick Diouf,DF,2004-12-29,21.0,19,1,West Ham United,False,el hadji malick diouf,True,0,0.0,5,0.17,2707,32
Group I,Senegal,26,Pape Gueye,MF,1999-01-24,27.0,41,5,Villarreal,False,pape gueye,True,5,0.21,2,0.08,2131,30
Group J,Algeria,2,Aïssa Mandi,DF,1991-10-22,34.0,117,7,Lille,False,aissa mandi,True,1,0.04,0,0.0,2424,29
Group J,Algeria,9,Amine Gouiri,FW,2000-02-16,26.0,22,8,Marseille,False,amine gouiri,True,8,0.54,3,0.2,1326,22
Group J,Algeria,10,Farès Chaïbi,MF,2002-11-28,23.0,29,3,Eintracht Frankfurt,False,fares chaibi,True,2,0.1,9,0.45,1792,28
Group J,Algeria,14,Hicham Boudaoui,MF,1999-09-23,26.0,32,0,Nice,False,hicham boudaoui,True,1,0.05,2,0.11,1694,25
Group J,Algeria,15,Rayan Aït-Nouri,DF,2001-06-06,25.0,28,0,Manchester City,False,rayan ait-nouri,True,0,0.0,2,0.18,974,17
Group J,Algeria,17,Rafik Belghali,DF,2002-06-07,24.0,12,1,Hellas Verona,False,rafik belghali,True,2,0.09,0,0.0,1920,26
Group J,Algeria,18,Mohamed Amoura,FW,2000-05-09,26.0,45,19,VfL Wolfsburg,False,mohamed amoura,True,8,0.38,3,0.14,1919,30
Group J,Algeria,19,Nabil Bentaleb,MF,1994-11-24,31.0,59,6,Lille,False,nabil bentaleb,True,2,0.14,2,0.14,1287,26
Group J,Algeria,21,Ramy Bensebaini,DF,1995-04-16,31.0,81,7,Borussia Dortmund,False,ramy bensebaini,True,5,0.29,2,0.12,1530,21
Group J,Algeria,22,Ibrahim Maza,MF,2005-11-24,20.0,16,2,Bayer Leverkusen,False,ibrahim maza,True,3,0.15,4,0.19,1849,28
Group J,Algeria,26,Samir Chergui,DF,1999-02-06,27.0,4,0,Paris FC,False,samir chergui,True,1,0.08,0,0.0,1154,15
Group J,Argentina,1,Juan Musso,GK,1994-05-06,32.0,4,0,Atlético Madrid,False,juan musso,True,0,0.0,0,0.0,720,8
Group J,Argentina,3,Nicolás Tagliafico,DF,1992-08-31,33.0,76,1,Lyon,False,nicolas tagliafico,True,0,0.0,3,0.21,1310,20
Group J,Argentina,6,Lisandro Martínez,DF,1998-01-18,28.0,27,1,Manchester United,False,lisandro martinez,True,0,0.0,0,0.0,1233,18
Group J,Argentina,8,Valentín Barco,MF,2004-07-23,21.0,3,1,Strasbourg,False,valentin barco,True,2,0.08,4,0.17,2168,27
Group J,Argentina,9,Julián Alvarez,FW,2000-01-31,26.0,51,14,Atlético Madrid,False,julian alvarez,True,8,0.38,4,0.19,1895,29
Group J,Argentina,11,Giovani Lo Celso,MF,1996-04-09,30.0,66,4,Real Betis,False,giovani lo celso,True,2,0.13,3,0.19,1393,24
Group J,Argentina,12,Gerónimo Rulli,GK,1992-05-20,34.0,7,0,Marseille,False,geronimo rulli,True,0,0.0,0,0.0,2610,29
Group J,Argentina,13,Cristian Romero,DF,1998-04-27,28.0,50,3,Tottenham Hotspur,False,cristian romero,True,4,0.19,1,0.05,1868,23
Group J,Argentina,14,Exequiel Palacios,MF,1998-10-05,27.0,39,0,Bayer Leverkusen,False,exequiel palacios,True,0,0.0,1,0.08,1099,18
Group J,Argentina,15,Nicolás González,MF,1998-04-06,28.0,50,6,Atlético Madrid,False,nicolas gonzalez,True,1,0.06,0,0.0,1569,25
Group J,Argentina,15,Nicolás González,MF,1998-04-06,28.0,50,6,Atlético Madrid,False,nicolas gonzalez,True,5,0.31,0,0.0,1448,24
Group J,Argentina,15,Nicolás González,MF,1998-04-06,28.0,50,6,Atlético Madrid,False,nicolas gonzalez,True,0,0.0,0,0.0,19,2
Group J,Argentina,16,Thiago Almada,FW,2001-04-26,25.0,15,4,Atlético Madrid,False,thiago almada,True,3,0.21,1,0.07,1311,27
Group J,Argentina,17,Giuliano Simeone,FW,2002-12-18,23.0,12,2,Atlético Madrid,False,giuliano simeone,True,4,0.17,6,0.26,2099,31
Group J,Argentina,20,Alexis Mac Allister,MF,1998-12-24,27.0,45,6,Liverpool,False,alexis mac allister,True,2,0.07,4,0.14,2658,37
Group J,Argentina,22,Lautaro Martínez,FW,1997-08-22,28.0,76,37,Inter Milan,False,lautaro martinez,True,17,0.71,6,0.25,2159,30
Group J,Argentina,23,Emiliano Martínez,GK,1992-09-02,33.0,59,0,Aston Villa,False,emiliano martinez,True,0,0.0,1,0.03,2835,32
Group J,Argentina,24,Enzo Fernández,MF,2001-01-17,25.0,41,6,Chelsea,False,enzo fernandez,True,10,0.29,4,0.12,3115,36
Group J,Argentina,25,Facundo Medina,DF,1999-05-28,27.0,8,0,Marseille,False,facundo medina,True,0,0.0,1,0.07,1365,17
Group J,Argentina,26,Nahuel Molina,DF,1998-04-06,28.0,58,1,Atlético Madrid,False,nahuel molina,True,2,0.14,2,0.14,1331,26
Group J,Austria,2,David Affengruber,DF,2001-03-19,25.0,1,0,Elche,False,david affengruber,True,1,0.03,1,0.03,2949,36
Group J,Austria,3,Kevin Danso,DF,1998-09-19,27.0,32,0,Tottenham Hotspur,False,kevin danso,True,0,0.0,0,0.0,1494,24
Group J,Austria,4,Xaver Schlager,MF,1997-09-28,28.0,51,4,RB Leipzig,False,xaver schlager,True,3,0.15,1,0.05,1837,26
Group J,Austria,5,Stefan Posch,DF,1997-05-14,29.0,52,5,Mainz 05,False,stefan posch,True,1,0.23,0,0.0,393,14
Group J,Austria,5,Stefan Posch,DF,1997-05-14,29.0,52,5,Mainz 05,False,stefan posch,True,0,0.0,0,0.0,1395,16
Group J,Austria,6,Nicolas Seiwald,MF,2001-05-04,25.0,47,1,RB Leipzig,False,nicolas seiwald,True,0,0.0,2,0.07,2694,33
Group J,Austria,8,David Alaba,DF,1992-06-24,33.0,113,15,Real Madrid,True,david alaba,True,0,0.0,0,0.0,424,11
Group J,Austria,9,Marcel Sabitzer,MF,1994-03-17,32.0,98,26,Borussia Dortmund,False,marcel sabitzer,True,1,0.05,2,0.1,1817,26
Group J,Austria,11,Michael Gregoritsch,FW,1994-04-18,32.0,75,24,FC Augsburg,False,michael gregoritsch,True,6,0.59,2,0.2,913,17
Group J,Austria,14,Saša Kalajdžić,FW,1997-07-07,28.0,22,4,LASK,False,sasa kalajdzic,True,0,0.0,0,0.0,15,1
Group J,Austria,15,Philipp Lienhart,DF,1996-07-11,29.0,41,3,SC Freiburg,False,philipp lienhart,True,1,0.07,0,0.0,1302,20
Group J,Austria,16,Phillipp Mwene,DF,1994-01-29,32.0,30,0,Mainz 05,False,phillipp mwene,True,1,0.04,2,0.09,2069,29
Group J,Austria,17,Carney Chukwuemeka,MF,2003-10-20,22.0,3,1,Borussia Dortmund,False,carney chukwuemeka,True,2,0.2,0,0.0,919,28
Group J,Austria,18,Romano Schmid,MF,2000-01-27,26.0,34,3,Werder Bremen,False,romano schmid,True,4,0.12,8,0.24,2982,34
Group J,Austria,20,Konrad Laimer,MF,1997-05-27,29.0,57,7,Bayern Munich,False,konrad laimer,True,3,0.14,9,0.41,1994,29
Group J,Austria,21,Patrick Wimmer,FW,2001-05-30,25.0,30,1,VfL Wolfsburg,False,patrick wimmer,True,4,0.22,3,0.17,1621,25
Group J,Austria,22,Alexander Prass,MF,2001-05-26,25.0,19,0,TSG Hoffenheim,False,alexander prass,True,3,0.21,2,0.14,1308,32
Group J,Austria,23,Marco Friedl,DF,1998-03-16,28.0,11,0,Werder Bremen,False,marco friedl,True,1,0.04,0,0.0,2546,30
Group J,Jordan,10,Musa Al-Taamari,FW,1997-06-10,29.0,92,24,Rennes,False,musa al-taamari,True,6,0.24,6,0.24,2212,33
Group K,Colombia,2,Daniel Muñoz,DF,1996-05-26,30.0,46,3,Crystal Palace,False,daniel munoz,True,4,0.15,3,0.11,2399,29
Group K,Colombia,3,Jhon Lucumí,DF,1998-06-26,27.0,37,1,Bologna,False,jhon lucumi,True,1,0.04,0,0.0,2287,29
Group K,Colombia,7,Luis Díaz,FW,1997-01-13,29.0,74,22,Bayern Munich,False,luis diaz,True,15,0.55,14,0.51,2447,32
Group K,Colombia,11,Jhon Arias,MF,1997-09-21,28.0,38,6,Palmeiras,False,jhon arias,True,1,0.08,0,0.0,1124,23
Group K,Colombia,13,Yerry Mina,DF,1994-09-23,31.0,54,8,Cagliari,False,yerry mina,True,2,0.08,0,0.0,2150,26
Group K,Colombia,16,Jefferson Lerma,MF,1994-10-25,31.0,65,5,Crystal Palace,False,jefferson lerma,True,0,0.0,2,0.1,1733,31
Group K,Colombia,17,Johan Mojica,DF,1992-08-21,33.0,45,1,Mallorca,False,johan mojica,True,0,0.0,4,0.13,2724,35
Group K,Colombia,22,Deiver Machado,DF,1993-09-02,32.0,15,0,Nantes,False,deiver machado,True,0,0.0,0,0.0,273,5
Group K,Colombia,22,Deiver Machado,DF,1993-09-02,32.0,15,0,Nantes,False,deiver machado,True,0,0.0,1,0.1,907,14
Group K,DR Congo,1,Lionel Mpasi,GK,1994-08-01,31.0,28,0,Le Havre,False,lionel mpasi,True,0,0.0,0,0.0,315,4
Group K,DR Congo,2,Aaron Wan-Bissaka,DF,1997-11-26,28.0,11,0,West Ham United,False,aaron wan-bissaka,True,0,0.0,2,0.09,2081,25
Group K,DR Congo,4,Axel Tuanzebe,DF,1997-11-14,28.0,13,1,Burnley,False,axel tuanzebe,True,1,0.07,0,0.0,1201,14
Group K,DR Congo,6,Ngal'ayel Mukau,MF,2004-11-03,21.0,13,0,Lille,False,ngal'ayel mukau,True,1,0.06,0,0.0,1534,30
Group K,DR Congo,14,Noah Sadiki,MF,2004-12-17,21.0,19,0,Sunderland,False,noah sadiki,True,0,0.0,1,0.03,2889,33
Group K,DR Congo,17,Cédric Bakambu,FW,1991-04-11,35.0,69,21,Real Betis,False,cedric bakambu,True,3,0.47,1,0.16,569,18
Group K,DR Congo,18,Charles Pickel,MF,1997-05-15,29.0,34,1,Espanyol,False,charles pickel,True,1,0.13,0,0.0,707,24
Group K,DR Congo,20,Yoane Wissa,FW,1996-09-03,29.0,37,9,Newcastle United,False,yoane wissa,True,1,0.17,1,0.17,531,19
Group K,DR Congo,22,Chancel Mbemba,DF,1994-08-08,31.0,108,7,Lille,True,chancel mbemba,True,0,0.0,0,0.0,954,13
Group K,DR Congo,26,Arthur Masuaku,DF,1993-11-07,32.0,45,4,Lens,False,arthur masuaku,True,0,0.0,0,0.0,126,3
Group K,DR Congo,26,Arthur Masuaku,DF,1993-11-07,32.0,45,4,Lens,False,arthur masuaku,True,0,0.0,0,0.0,227,4
Group K,Portugal,3,Rúben Dias,DF,1997-05-14,29.0,75,3,Manchester City,False,ruben dias,True,2,0.08,0,0.0,2141,26
Group K,Portugal,5,Diogo Dalot,DF,1999-03-18,27.0,34,3,Manchester United,False,diogo dalot,True,1,0.03,3,0.1,2614,34
Group K,Portugal,6,Matheus Nunes,MF,1998-08-27,27.0,19,2,Manchester City,False,matheus nunes,True,1,0.03,5,0.16,2862,34
Group K,Portugal,8,Bruno Fernandes,MF,1994-09-08,31.0,88,29,Manchester United,False,bruno fernandes,True,9,0.26,21,0.62,3063,35
Group K,Portugal,9,Gonçalo Ramos,FW,2001-06-20,24.0,24,10,Paris Saint-Germain,False,goncalo ramos,True,6,0.41,1,0.07,1318,30
Group K,Portugal,10,Bernardo Silva,MF,1994-08-10,31.0,108,14,Manchester City,False,bernardo silva,True,2,0.06,4,0.13,2872,38
Group K,Portugal,12,José Sá,GK,1993-01-17,33.0,5,0,Wolverhampton Wanderers,False,jose sa,True,0,0.0,0,0.0,2070,23
Group K,Portugal,13,Renato Veiga,DF,2003-07-29,22.0,12,1,Villarreal,False,renato veiga,True,0,0.0,0,0.0,2481,32
Group K,Portugal,15,João Neves,MF,2004-09-27,21.0,21,3,Paris Saint-Germain,False,joao neves,True,5,0.35,1,0.07,1287,21
Group K,Portugal,17,Rafael Leão,FW,1999-06-10,27.0,44,5,Milan,False,rafael leao,True,9,0.44,3,0.15,1851,29
Group K,Portugal,18,Pedro Neto,FW,2000-03-09,26.0,24,2,Chelsea,False,pedro neto,True,5,0.17,6,0.21,2631,34
Group K,Portugal,19,Gonçalo Guedes,FW,1996-11-29,29.0,34,8,Real Sociedad,False,goncalo guedes,True,8,0.39,4,0.2,1823,32
Group K,Portugal,20,João Cancelo,DF,1994-05-27,32.0,67,12,Barcelona,False,joao cancelo,True,2,0.19,2,0.19,954,16
Group K,Portugal,23,Vitinha,MF,2000-02-13,26.0,37,0,Paris Saint-Germain,False,vitinha,True,1,0.04,7,0.3,2119,29
Group K,Portugal,23,Vitinha,MF,2000-02-13,26.0,37,0,Paris Saint-Germain,False,vitinha,True,5,0.2,1,0.04,2226,35
Group K,Portugal,24,Samú Costa,DF,2000-11-27,25.0,5,0,Mallorca,False,samu costa,True,7,0.23,2,0.07,2697,34
Group K,Portugal,25,Nuno Mendes,DF,2002-06-19,23.0,43,1,Paris Saint-Germain,False,nuno mendes,True,4,0.29,5,0.36,1256,20
Group K,Portugal,26,Francisco Conceição,FW,2002-12-14,23.0,16,3,Juventus,False,francisco conceicao,True,3,0.13,5,0.22,2078,31
Group K,Uzbekistan,2,Abdukodir Khusanov,DF,2004-02-29,22.0,27,0,Manchester City,False,abdukodir khusanov,True,0,0.0,0,0.0,1432,21
Group L,Croatia,2,Josip Stanišić,DF,2000-04-02,26.0,31,0,Bayern Munich,False,josip stanisic,True,2,0.1,3,0.15,1857,26
Group L,Croatia,3,Marin Pongračić,DF,1997-09-11,28.0,20,0,Fiorentina,False,marin pongracic,True,0,0.0,0,0.0,2918,35
Group L,Croatia,4,Joško Gvardiol,DF,2002-01-23,24.0,48,4,Manchester City,False,josko gvardiol,True,2,0.13,2,0.13,1372,18
Group L,Croatia,5,Duje Ćaleta-Car,DF,1996-09-17,29.0,38,1,Real Sociedad,False,duje caleta-car,True,1,0.04,0,0.0,2150,27
Group L,Croatia,7,Nikola Moro,MF,1998-03-12,28.0,10,0,Bologna,False,nikola moro,True,2,0.1,0,0.0,1799,30
Group L,Croatia,8,Mateo Kovačić,MF,1994-05-06,32.0,113,5,Manchester City,False,mateo kovacic,True,0,0.0,1,0.69,130,6
Group L,Croatia,9,Andrej Kramarić,FW,1991-06-19,34.0,116,36,TSG Hoffenheim,False,andrej kramaric,True,14,0.57,6,0.24,2207,34
Group L,Croatia,10,Luka Modrić,MF,1985-09-09,40.0,198,29,Milan,True,luka modric,True,2,0.06,3,0.1,2811,34
Group L,Croatia,11,Ante Budimir,FW,1991-07-22,34.0,38,6,Osasuna,False,ante budimir,True,17,0.52,0,0.0,2938,37
Group L,Croatia,13,Nikola Vlašić,MF,1997-10-04,28.0,63,10,Torino,False,nikola vlasic,True,8,0.24,3,0.09,3043,37
Group L,Croatia,15,Mario Pašalić,MF,1995-02-09,31.0,85,12,Atalanta,False,mario pasalic,True,3,0.14,4,0.19,1936,33
Group L,Croatia,16,Martin Baturina,MF,2003-02-16,23.0,19,1,Como,False,martin baturina,True,6,0.34,3,0.17,1569,29
Group L,Croatia,17,Petar Sučić,MF,2003-10-25,22.0,17,1,Inter Milan,False,petar sucic,True,2,0.1,2,0.1,1765,34
Group L,Croatia,18,Kristijan Jakić,DF,1997-05-14,29.0,17,2,FC Augsburg,False,kristijan jakic,True,2,0.11,1,0.05,1653,26
Group L,Croatia,20,Igor Matanović,FW,2003-03-31,23.0,9,2,SC Freiburg,False,igor matanovic,True,11,0.63,2,0.11,1571,31
Group L,Croatia,21,Luka Sučić,MF,2002-09-08,23.0,21,1,Real Sociedad,False,luka sucic,True,3,0.26,1,0.09,1022,22
Group L,Croatia,22,Luka Vušković,DF,2007-02-24,19.0,5,1,Hamburger SV,False,luka vuskovic,True,6,0.22,0,0.0,2442,28
Group L,England,1,Jordan Pickford,GK,1994-03-07,32.0,83,0,Everton,False,jordan pickford,True,0,0.0,0,0.0,3420,38
Group L,England,2,Ezri Konsa,DF,1997-10-23,28.0,19,1,Aston Villa,False,ezri konsa,True,0,0.0,0,0.0,3035,34
Group L,England,3,Nico O'Reilly,DF,2005-03-21,21.0,4,0,Manchester City,False,nico o'reilly,True,5,0.17,3,0.1,2646,34
Group L,England,4,Declan Rice,MF,1999-01-14,27.0,72,6,Arsenal,False,declan rice,True,4,0.12,5,0.15,3094,36
Group L,England,5,John Stones,DF,1994-05-28,32.0,88,3,Manchester City,False,john stones,True,0,0.0,0,0.0,439,9
Group L,England,6,Marc Guéhi,DF,2000-07-13,25.0,28,1,Manchester City,False,marc guehi,True,2,0.1,2,0.1,1800,20
Group L,England,6,Marc Guéhi,DF,2000-07-13,25.0,28,1,Manchester City,False,marc guehi,True,1,0.07,1,0.07,1350,15
Group L,England,7,Bukayo Saka,FW,2001-09-05,24.0,48,14,Arsenal,False,bukayo saka,True,7,0.28,5,0.2,2222,31
Group L,England,8,Elliot Anderson,MF,2002-11-06,23.0,8,0,Nottingham Forest,False,elliot anderson,True,4,0.11,4,0.11,3331,38
Group L,England,9,Harry Kane,FW,1993-07-28,32.0,113,79,Bayern Munich,True,harry kane,True,36,1.36,5,0.19,2377,31
Group L,England,10,Jude Bellingham,MF,2003-06-29,22.0,47,6,Real Madrid,False,jude bellingham,True,6,0.28,4,0.19,1916,28
Group L,England,11,Marcus Rashford,FW,1997-10-31,28.0,71,18,Barcelona,False,marcus rashford,True,8,0.41,7,0.36,1763,32
Group L,England,12,Tino Livramento,DF,2002-11-12,23.0,6,0,Newcastle United,False,tino livramento,True,0,0.0,1,0.07,1328,17
Group L,England,13,Dean Henderson,GK,1997-03-12,29.0,4,0,Crystal Palace,False,dean henderson,True,0,0.0,0,0.0,3330,37
Group L,England,14,Jordan Henderson,MF,1990-06-17,35.0,90,3,Brentford,False,jordan henderson,True,1,0.05,3,0.14,1919,32
Group L,England,15,Dan Burn,DF,1992-05-09,34.0,7,0,Newcastle United,False,dan burn,True,1,0.04,2,0.08,2199,29
Group L,England,16,Kobbie Mainoo,MF,2005-04-19,21.0,13,0,Manchester United,False,kobbie mainoo,True,1,0.05,2,0.11,1662,28
Group L,England,17,Morgan Rogers,MF,2002-07-26,23.0,14,1,Aston Villa,False,morgan rogers,True,10,0.27,6,0.16,3280,37
Group L,England,18,Anthony Gordon,FW,2001-02-24,25.0,18,2,Newcastle United,False,anthony gordon,True,6,0.3,2,0.1,1795,26
Group L,England,19,Ollie Watkins,FW,1995-12-30,30.0,21,6,Aston Villa,False,ollie watkins,True,16,0.51,3,0.1,2839,37
Group L,England,20,Noni Madueke,FW,2002-03-10,24.0,10,1,Arsenal,False,noni madueke,True,3,0.22,1,0.07,1211,26
Group L,England,21,Eberechi Eze,MF,1998-06-29,27.0,16,3,Arsenal,False,eberechi eze,True,7,0.35,2,0.1,1812,32
Group L,England,21,Eberechi Eze,MF,1998-06-29,27.0,16,3,Arsenal,False,eberechi eze,True,0,0.0,0,0.0,83,1
Group L,England,23,James Trafford,GK,2002-10-10,23.0,2,0,Manchester City,False,james trafford,True,0,0.0,0,0.0,360,4
Group L,England,24,Reece James,DF,1999-12-08,26.0,23,1,Chelsea,False,reece james,True,2,0.09,4,0.18,1963,29
Group L,England,25,Djed Spence,DF,2000-08-09,25.0,5,0,Tottenham Hotspur,False,djed spence,True,0,0.0,0,0.0,2056,30
Group L,England,26,Jarell Quansah,DF,2003-01-29,23.0,2,0,Bayer Leverkusen,False,jarell quansah,True,4,0.16,0,0.0,2299,28
Group L,Ghana,2,Alidu Seidu,DF,2000-06-04,26.0,24,1,Rennes,False,alidu seidu,True,0,0.0,1,0.08,1186,21
Group L,Ghana,4,Jonas Adjetey,DF,2003-12-13,22.0,10,0,VfL Wolfsburg,False,jonas adjetey,True,0,0.0,0,0.0,137,4
Group L,Ghana,5,Thomas Partey,MF,1993-06-13,32.0,57,15,Villarreal,False,thomas partey,True,0,0.0,0,0.0,934,25
Group L,Ghana,6,Abdul Mumin,DF,1998-06-06,28.0,5,0,Rayo Vallecano,False,abdul mumin,True,0,0.0,0,0.0,79,3
Group L,Ghana,8,Kwasi Sibo,MF,1998-06-24,27.0,8,0,Oviedo,False,kwasi sibo,True,0,0.0,0,0.0,1681,26
Group L,Ghana,11,Antoine Semenyo,MF,2000-01-07,26.0,34,3,Manchester City,False,antoine semenyo,True,10,0.5,3,0.15,1798,20
Group L,Ghana,11,Antoine Semenyo,MF,2000-01-07,26.0,34,3,Manchester City,False,antoine semenyo,True,7,0.45,1,0.06,1397,17
Group L,Ghana,14,Gideon Mensah,DF,1998-07-18,27.0,40,0,Auxerre,False,gideon mensah,True,0,0.0,2,0.08,2327,30
Group L,Ghana,15,Elisha Owusu,MF,1997-11-07,28.0,20,0,Auxerre,False,elisha owusu,True,0,0.0,0,0.0,2344,29
Group L,Ghana,19,Iñaki Williams,FW,1994-06-15,31.0,26,2,Athletic Bilbao,False,inaki williams,True,3,0.13,6,0.25,2157,30
Group L,Ghana,21,Kojo Peprah Oppong,DF,2004-06-04,22.0,4,0,Nice,False,kojo peprah oppong,True,1,0.04,0,0.0,2425,29
Group L,Ghana,22,Kamaldeen Sulemana,FW,2002-02-15,24.0,28,1,Atalanta,False,kamaldeen sulemana,True,2,0.18,1,0.09,1011,25
Group L,Ghana,24,Ernest Nuamah,FW,2003-11-01,22.0,18,4,Lyon,False,ernest nuamah,True,0,0.0,0,0.0,35,3
Group L,Ghana,26,Marvin Senaya,DF,2001-01-28,25.0,2,0,Auxerre,False,marvin senaya,True,1,0.05,0,0.0,1780,25
Group L,Panama,23,Michael Amir Murillo,DF,1996-02-11,30.0,94,9,Beşiktaş,False,michael amir murillo,True,2,0.18,1,0.09,989,16
